match_id,date,manager_id,team,opponent,competition,goals_for,goals_against,opponent_strength,formation,ppda,defensive_line_height,build_up_directness,possession_share,transition_attacks,set_piece_xg,first_sub_minute,substitution_count,leading_minutes,trailing_minutes,source
267183,2015-03-22,brazil_ancelotti,Real Madrid,Barcelona,La Liga,1,2,70.0,4-3-3,12.749,44.098,30.92,0.5017,0,0.475,72.0,3,0.0,46.6,statsbomb_open_data:267183:Carlo Ancelotti
3939969,2024-06-21,canada_marsch,Canada,Argentina,Copa America,0,2,86.5,4-4-2,14.624,42.924,33.396,0.3592,1,0.4473,58.0,4,0.0,41.93,statsbomb_open_data:3939969:Jesse Marsch
3939978,2024-06-25,canada_marsch,Canada,Peru,Copa America,1,0,70.0,4-2-3-1,10.713,42.258,36.701,0.5207,0,0.4731,45.0,5,16.37,0.0,statsbomb_open_data:3939978:Jesse Marsch
3939985,2024-06-30,canada_marsch,Canada,Chile,Copa America,0,0,70.0,4-2-3-1,11.495,39.6,30.534,0.5384,0,0.445,64.0,4,0.0,0.0,statsbomb_open_data:3939985:Jesse Marsch
3942229,2024-07-06,canada_marsch,Canada,Venezuela,Copa America,1,1,70.0,4-2-3-1,13.121,38.123,34.222,0.4466,0,5.3637,61.0,4,51.2,0.0,statsbomb_open_data:3942229:Jesse Marsch
3942785,2024-07-10,canada_marsch,Canada,Argentina,Copa America,0,2,86.5,4-4-2,14.44,50.444,24.668,0.5159,0,0.3072,54.0,5,0.0,68.0,statsbomb_open_data:3942785:Jesse Marsch
3943076,2024-07-14,canada_marsch,Canada,Uruguay,Copa America,2,2,86.5,4-2-3-1,11.152,49.185,30.812,0.5157,3,4.3864,61.0,5,10.45,13.53,statsbomb_open_data:3943076:Jesse Marsch
3939975,2024-06-24,colombia_lorenzo,Colombia,Paraguay,Copa America,2,1,86.5,4-1-2-1-2,9.42,44.63,26.19,0.662,0,0.4566,24.0,5,58.08,0.0,statsbomb_open_data:3939975:Néstor Gabriel Lorenzo
3939984,2024-06-28,colombia_lorenzo,Colombia,Costa Rica,Copa America,3,0,70.0,4-1-2-1-2,11.548,45.403,28.434,0.6178,2,2.1224,45.0,5,59.83,0.0,statsbomb_open_data:3939984:Néstor Gabriel Lorenzo
3939991,2024-07-03,colombia_lorenzo,Colombia,Brazil,Copa America,1,1,86.5,4-1-2-1-2,13.775,47.026,25.524,0.5039,0,0.9342,45.0,5,0.0,35.2,statsbomb_open_data:3939991:Néstor Gabriel Lorenzo
3942416,2024-07-06,colombia_lorenzo,Colombia,Panama,Copa America,5,0,86.5,4-1-2-1-2,13.07,48.607,32.411,0.5115,0,2.1648,64.0,5,82.38,0.0,statsbomb_open_data:3942416:Néstor Gabriel Lorenzo
3942852,2024-07-11,colombia_lorenzo,Colombia,Uruguay,Copa America,1,0,86.5,4-2-3-1,15.026,42.557,40.869,0.413,0,1.1447,45.0,5,51.3,0.0,statsbomb_open_data:3942852:Néstor Gabriel Lorenzo
3943077,2024-07-15,colombia_lorenzo,Colombia,Argentina,Copa America,0,1,86.5,4-1-2-1-2,14.129,41.796,27.019,0.5502,0,0.6654,87.0,6,0.0,0.0,statsbomb_open_data:3943077:Néstor Gabriel Lorenzo
3920395,2024-01-17,congo_dr_desabre,Congo DR,Zambia,African Cup of Nations,1,1,70.0,4-2-3-1,18.512,48.208,27.699,0.5636,3,2.2264,70.0,3,0.0,4.3,statsbomb_open_data:3920395:Sébastien Desabre
3920405,2024-01-21,congo_dr_desabre,Congo DR,Morocco,African Cup of Nations,1,1,86.5,4-2-3-1,15.291,42.257,32.566,0.4275,0,1.5871,45.0,5,0.0,70.05,statsbomb_open_data:3920405:Sébastien Desabre
3920418,2024-01-24,congo_dr_desabre,Congo DR,Tanzania,African Cup of Nations,0,0,70.0,4-2-3-1,11.509,47.827,30.61,0.5177,0,0.5773,52.0,4,0.0,0.0,statsbomb_open_data:3920418:Sébastien Desabre
3922240,2024-01-28,congo_dr_desabre,Congo DR,Egypt,African Cup of Nations,1,1,86.5,4-2-3-1,13.752,42.529,31.283,0.4433,1,8.4597,65.0,5,8.95,0.0,statsbomb_open_data:3922240:Sébastien Desabre
3922356,2024-02-02,congo_dr_desabre,Congo DR,Guinea,African Cup of Nations,3,1,70.0,4-4-1-1,19.914,41.578,28.669,0.3862,0,1.3143,58.0,4,25.6,6.63,statsbomb_open_data:3922356:Sébastien Desabre
3922838,2024-02-07,congo_dr_desabre,Congo DR,Côte d'Ivoire,African Cup of Nations,0,1,70.0,4-2-3-1,11.789,41.21,39.314,0.4309,0,0.0993,45.0,5,0.0,25.93,statsbomb_open_data:3922838:Sébastien Desabre
3923880,2024-02-10,congo_dr_desabre,Congo DR,South Africa,African Cup of Nations,0,0,86.5,4-2-3-1,13.376,44.992,30.424,0.4348,0,6.0173,32.0,5,0.0,0.0,statsbomb_open_data:3923880:Sébastien Desabre
3922242,2024-01-29,cote_divoire_fae,Côte d'Ivoire,Senegal,African Cup of Nations,1,1,86.5,4-4-1-1,12.13,48.202,26.573,0.5959,0,4.9362,63.0,6,0.0,82.17,statsbomb_open_data:3922242:Emerse Faé
3922659,2024-02-03,cote_divoire_fae,Côte d'Ivoire,Mali,African Cup of Nations,2,1,70.0,4-1-4-1,14.748,39.645,31.441,0.4321,0,0.8374,45.0,5,0.0,18.52,statsbomb_open_data:3922659:Emerse Faé
3922838,2024-02-07,cote_divoire_fae,Côte d'Ivoire,Congo DR,African Cup of Nations,1,0,86.5,4-3-3,11.579,40.731,31.546,0.5691,1,0.6258,60.0,5,25.93,0.0,statsbomb_open_data:3922838:Emerse Faé
3923881,2024-02-11,cote_divoire_fae,Côte d'Ivoire,Nigeria,African Cup of Nations,2,1,70.0,4-3-3,12.142,43.897,26.246,0.6247,0,1.0632,69.0,5,9.77,24.65,statsbomb_open_data:3923881:Emerse Faé
3788771,2021-06-22,croatia_dalic,Croatia,Scotland,UEFA Euro,3,1,86.5,4-3-3,10.492,41.674,22.645,0.6598,1,0.3025,69.0,4,54.02,0.0,statsbomb_open_data:3788771:Zlatko Dalić
3794686,2021-06-28,croatia_dalic,Croatia,Spain,UEFA Euro,3,5,86.5,4-3-3,17.948,40.611,32.018,0.3403,1,1.7492,45.0,6,0.0,52.53,statsbomb_open_data:3794686:Zlatko Dalić
3857277,2022-11-23,croatia_dalic,Croatia,Morocco,FIFA World Cup,0,0,86.5,4-3-3,14.62,43.523,24.437,0.626,0,0.8499,45.0,4,0.0,0.0,statsbomb_open_data:3857277:Zlatko Dalić
3857281,2022-11-27,croatia_dalic,Croatia,Canada,FIFA World Cup,4,1,86.5,4-3-3,14.456,44.911,28.675,0.4809,0,0.6003,59.0,5,46.47,34.75,statsbomb_open_data:3857281:Zlatko Dalić
3857296,2022-12-01,croatia_dalic,Croatia,Belgium,FIFA World Cup,0,0,86.5,4-3-3,16.06,43.808,27.637,0.4961,0,0.4889,63.0,3,0.0,0.0,statsbomb_open_data:3857296:Zlatko Dalić
3869219,2022-12-05,croatia_dalic,Croatia,Japan,FIFA World Cup,1,1,86.5,4-3-3,13.171,43.781,26.546,0.5955,0,3.7925,61.0,6,0.0,12.0,statsbomb_open_data:3869219:Zlatko Dalić
3869420,2022-12-09,croatia_dalic,Croatia,Brazil,FIFA World Cup,1,1,86.5,4-3-3,19.13,33.849,26.804,0.5028,0,3.5037,71.0,5,0.0,0.0,statsbomb_open_data:3869420:Zlatko Dalić
3869519,2022-12-13,croatia_dalic,Croatia,Argentina,FIFA World Cup,0,3,86.5,4-3-3,17.295,42.626,22.391,0.6014,0,0.375,45.0,5,0.0,56.55,statsbomb_open_data:3869519:Zlatko Dalić
3869684,2022-12-17,croatia_dalic,Croatia,Morocco,FIFA World Cup,2,1,86.5,4-2-3-1,18.512,44.971,32.679,0.5067,1,0.297,61.0,4,50.1,0.0,statsbomb_open_data:3869684:Zlatko Dalić
3930160,2024-06-15,croatia_dalic,Croatia,Spain,UEFA Euro,0,3,86.5,4-3-3,10.956,48.105,23.545,0.5312,0,2.3825,55.0,4,0.0,61.87,statsbomb_open_data:3930160:Zlatko Dalić
3930167,2024-06-19,croatia_dalic,Croatia,Albania,UEFA Euro,2,2,70.0,4-3-3,11.145,49.283,23.785,0.6652,0,1.0186,45.0,5,0.0,63.07,statsbomb_open_data:3930167:Zlatko Dalić
3930178,2024-06-24,croatia_dalic,Croatia,Italy,UEFA Euro,1,1,70.0,4-3-3,15.409,46.035,18.883,0.4596,0,0.8279,45.0,5,35.72,0.0,statsbomb_open_data:3930178:Zlatko Dalić
3754237,2015-08-08,curacao_advocaat,Sunderland,Leicester City,Premier League,2,4,70.0,4-1-4-1,14.281,36.972,35.163,0.5484,0,0.9003,29.0,2,0.0,79.72,statsbomb_open_data:3754237:Dick Advocaat
3753993,2015-08-15,curacao_advocaat,Sunderland,Norwich City,Premier League,1,3,70.0,4-4-2,11.128,36.945,30.712,0.3798,0,0.3268,45.0,2,0.0,64.42,statsbomb_open_data:3753993:Dick Advocaat
3754180,2015-08-22,curacao_advocaat,Sunderland,Swansea City,Premier League,1,1,70.0,4-1-4-1,14.0,40.425,39.01,0.3944,0,0.4287,66.0,3,0.0,14.5,statsbomb_open_data:3754180:Dick Advocaat
3754204,2015-08-29,curacao_advocaat,Sunderland,Aston Villa,Premier League,2,2,70.0,4-3-3,16.343,35.68,35.323,0.3416,1,0.2716,45.0,3,3.05,11.05,statsbomb_open_data:3754204:Dick Advocaat
3754148,2015-09-13,curacao_advocaat,Sunderland,Tottenham Hotspur,Premier League,0,1,70.0,4-2-3-1,13.572,36.022,43.672,0.4492,3,0.3718,73.0,3,0.0,8.52,statsbomb_open_data:3754148:Dick Advocaat
3754169,2015-09-19,curacao_advocaat,Sunderland,AFC Bournemouth,Premier League,0,2,70.0,4-2-3-1,13.145,41.558,31.918,0.4717,0,0.4031,45.0,3,0.0,86.5,statsbomb_open_data:3754169:Dick Advocaat
3754008,2015-09-26,curacao_advocaat,Sunderland,Manchester United,Premier League,0,3,70.0,4-1-4-1,18.403,32.494,32.566,0.323,0,0.2769,45.0,2,0.0,44.37,statsbomb_open_data:3754008:Dick Advocaat
3754076,2015-10-03,curacao_advocaat,Sunderland,West Ham United,Premier League,2,2,70.0,4-2-3-1,14.627,36.602,34.342,0.448,1,0.7236,83.0,3,49.93,0.0,statsbomb_open_data:3754076:Dick Advocaat
3890301,2015-09-20,england_tuchel,Borussia Dortmund,Bayer Leverkusen,1. Bundesliga,3,0,70.0,4-2-3-1,9.831,45.555,33.999,0.5584,2,1.5649,62.0,3,71.72,0.0,statsbomb_open_data:3890301:Thomas Tuchel
3890456,2016-02-21,england_tuchel,Borussia Dortmund,Bayer Leverkusen,1. Bundesliga,1,0,70.0,4-3-3,11.076,39.957,30.717,0.481,1,0.9691,45.0,3,26.08,0.0,statsbomb_open_data:3890456:Thomas Tuchel
3895074,2023-09-15,england_tuchel,Bayern Munich,Bayer Leverkusen,1. Bundesliga,2,2,70.0,4-2-3-1,14.896,46.909,24.324,0.5025,0,1.898,60.0,5,21.98,0.0,statsbomb_open_data:3895074:Thomas Tuchel
3895232,2024-02-10,england_tuchel,Bayern Munich,Bayer Leverkusen,1. Bundesliga,0,3,70.0,3-4-2-1,12.515,49.721,22.959,0.6028,0,0.4923,59.0,5,0.0,72.42,statsbomb_open_data:3895232:Thomas Tuchel
3857266,2022-11-26,france_deschamps,France,Denmark,FIFA World Cup,2,1,70.0,4-2-3-1,19.039,37.053,27.719,0.5087,2,1.2916,61.0,4,11.68,0.0,statsbomb_open_data:3857266:Didier Deschamps
3857275,2022-11-30,france_deschamps,France,Tunisia,FIFA World Cup,0,1,86.5,4-3-3,13.104,41.15,23.945,0.647,0,0.3135,62.0,5,0.0,32.67,statsbomb_open_data:3857275:Didier Deschamps
3869152,2022-12-04,france_deschamps,France,Poland,FIFA World Cup,3,1,70.0,4-2-3-1,16.734,42.664,25.114,0.5533,0,0.8184,65.0,4,46.53,0.0,statsbomb_open_data:3869152:Didier Deschamps
3869354,2022-12-10,france_deschamps,France,England,FIFA World Cup,2,1,86.5,4-2-3-1,19.544,36.454,28.513,0.4156,0,0.2813,78.0,1,49.92,0.0,statsbomb_open_data:3869354:Didier Deschamps
3869552,2022-12-14,france_deschamps,France,Morocco,FIFA World Cup,2,0,86.5,4-2-3-1,14.654,37.551,29.542,0.394,2,1.5076,64.0,2,85.33,0.0,statsbomb_open_data:3869552:Didier Deschamps
3869685,2022-12-18,france_deschamps,France,Argentina,FIFA World Cup,3,3,86.5,4-2-3-1,15.572,44.131,28.289,0.4447,1,5.3235,40.0,7,0.0,58.58,statsbomb_open_data:3869685:Didier Deschamps
3930165,2024-06-17,france_deschamps,France,Austria,UEFA Euro,1,0,86.5,4-2-3-1,15.485,38.417,27.905,0.5288,2,0.3499,70.0,4,0.0,0.0,statsbomb_open_data:3930165:Didier Deschamps
3930173,2024-06-21,france_deschamps,France,Netherlands,UEFA Euro,0,0,86.5,4-4-1-1,17.292,48.934,20.283,0.639,0,0.6005,74.0,2,0.0,0.0,statsbomb_open_data:3930173:Didier Deschamps
3938643,2024-06-25,france_deschamps,France,Poland,UEFA Euro,1,1,70.0,4-3-3,14.174,50.819,22.946,0.5678,2,1.234,60.0,5,22.6,0.0,statsbomb_open_data:3938643:Didier Deschamps
3941019,2024-07-01,france_deschamps,France,Belgium,UEFA Euro,1,0,86.5,4-3-3,17.098,45.148,23.562,0.5689,0,0.7617,61.0,1,0.0,0.0,statsbomb_open_data:3941019:Didier Deschamps
3942349,2024-07-05,france_deschamps,France,Portugal,UEFA Euro,0,0,86.5,4-1-2-1-2,28.763,41.326,26.382,0.4194,0,4.3799,66.0,4,0.0,0.0,statsbomb_open_data:3942349:Didier Deschamps
3942752,2024-07-09,france_deschamps,France,Spain,UEFA Euro,1,2,86.5,4-3-3,15.203,42.97,30.119,0.4078,0,0.6107,61.0,4,12.23,65.62,statsbomb_open_data:3942752:Didier Deschamps
3930158,2024-06-14,germany_nagelsmann,Germany,Scotland,UEFA Euro,5,1,86.5,4-2-3-1,10.068,53.541,20.541,0.7168,2,1.3967,45.0,5,80.08,0.0,statsbomb_open_data:3930158:Julian Nagelsmann
3930168,2024-06-19,germany_nagelsmann,Germany,Hungary,UEFA Euro,2,0,70.0,4-2-3-1,11.024,48.843,21.663,0.6802,1,0.8369,57.0,5,68.27,0.0,statsbomb_open_data:3930168:Julian Nagelsmann
3930176,2024-06-23,germany_nagelsmann,Germany,Switzerland,UEFA Euro,1,1,86.5,4-2-3-1,10.878,50.764,22.749,0.6681,1,1.0112,60.0,5,0.0,62.13,statsbomb_open_data:3930176:Julian Nagelsmann
3940983,2024-06-29,germany_nagelsmann,Germany,Denmark,UEFA Euro,2,0,70.0,4-2-3-1,16.974,42.759,27.409,0.5657,1,1.1982,63.0,5,37.03,0.0,statsbomb_open_data:3940983:Julian Nagelsmann
3942226,2024-07-05,germany_nagelsmann,Germany,Spain,UEFA Euro,1,2,86.5,4-2-3-1,15.097,41.23,29.688,0.5158,1,0.7849,45.0,6,0.0,37.35,statsbomb_open_data:3942226:Julian Nagelsmann
7577,2018-06-15,ghana_queiroz,Iran,Morocco,FIFA World Cup,1,0,86.5,4-1-4-1,12.492,39.932,40.222,0.3457,0,0.3371,67.0,3,0.0,0.0,statsbomb_open_data:7577:Carlos Manuel Brito Leal Queiróz
7543,2018-06-20,ghana_queiroz,Iran,Spain,FIFA World Cup,0,1,86.5,4-1-4-1,15.863,31.841,38.734,0.2446,0,0.0889,68.0,3,0.0,36.43,statsbomb_open_data:7543:Carlos Manuel Brito Leal Queiróz
7557,2018-06-25,ghana_queiroz,Iran,Portugal,FIFA World Cup,1,1,86.5,4-1-4-1,20.741,40.558,43.325,0.2713,0,1.5398,55.0,3,0.0,45.68,statsbomb_open_data:7557:Carlos Manuel Brito Leal Queiróz
3857271,2022-11-21,ghana_queiroz,Iran,England,FIFA World Cup,2,6,86.5,3-4-3,24.24,39.325,30.439,0.2332,1,0.9235,19.0,6,0.0,55.85,statsbomb_open_data:3857271:Carlos Manuel Brito Leal Queiróz
3857273,2022-11-25,ghana_queiroz,Iran,Wales,FIFA World Cup,2,0,70.0,4-4-1-1,15.071,40.848,39.938,0.3485,5,0.4554,67.0,5,0.0,0.0,statsbomb_open_data:3857273:Carlos Manuel Brito Leal Queiróz
3857278,2022-11-29,ghana_queiroz,Iran,United States,FIFA World Cup,0,1,70.0,4-4-1-1,15.962,38.96,31.359,0.4547,0,0.9208,45.0,5,0.0,52.18,statsbomb_open_data:3857278:Carlos Manuel Brito Leal Queiróz
3857279,2022-11-22,iraq_arnold,Australia,France,FIFA World Cup,1,4,86.5,4-1-4-1,25.054,36.697,27.07,0.3841,0,0.3233,55.0,5,17.63,58.7,statsbomb_open_data:3857279:Graham James Arnold
3857288,2022-11-26,iraq_arnold,Australia,Tunisia,FIFA World Cup,1,0,86.5,4-4-2,15.904,41.987,38.165,0.4156,0,0.324,63.0,5,67.17,0.0,statsbomb_open_data:3857288:Graham James Arnold
3857257,2022-11-30,iraq_arnold,Australia,Denmark,FIFA World Cup,1,0,70.0,4-4-2,24.53,41.068,45.976,0.3194,2,0.1473,45.0,4,30.07,0.0,statsbomb_open_data:3857257:Graham James Arnold
3869151,2022-12-03,iraq_arnold,Australia,Argentina,FIFA World Cup,1,2,86.5,4-4-2,16.911,46.851,30.351,0.3631,0,0.1786,57.0,5,0.0,55.42,statsbomb_open_data:3869151:Graham James Arnold
3857284,2022-11-23,japan_moriyasu,Japan,Germany,FIFA World Cup,2,1,86.5,4-2-3-1,18.571,39.929,31.658,0.2534,0,1.0516,45.0,5,7.3,42.18,statsbomb_open_data:3857284:Hajime Moriyasu
3857295,2022-11-27,japan_moriyasu,Japan,Costa Rica,FIFA World Cup,0,1,70.0,4-4-2,14.939,52.665,24.431,0.5592,0,0.6326,45.0,5,0.0,9.87,statsbomb_open_data:3857295:Hajime Moriyasu
3857255,2022-12-01,japan_moriyasu,Japan,Spain,FIFA World Cup,2,1,86.5,3-4-3,22.738,39.442,32.332,0.1679,1,0.9231,45.0,5,39.77,36.8,statsbomb_open_data:3857255:Hajime Moriyasu
3869219,2022-12-05,japan_moriyasu,Japan,Croatia,FIFA World Cup,1,1,86.5,3-4-3,20.09,39.248,28.039,0.4045,1,3.9041,63.0,5,12.0,0.0,statsbomb_open_data:3869219:Hajime Moriyasu
68313,2004-10-24,mexico_aguirre,Osasuna,Barcelona,La Liga,0,3,70.0,4-2-3-1,19.676,41.813,49.142,0.3702,0,0.2899,52.0,3,0.0,50.07,statsbomb_open_data:68313:Javier Aguirre Onaindía
68318,2005-10-22,mexico_aguirre,Osasuna,Barcelona,La Liga,0,3,70.0,4-2-3-1,17.776,35.812,52.326,0.3295,0,0.5974,55.0,3,0.0,44.45,statsbomb_open_data:68318:Javier Aguirre Onaindía
69176,2007-05-20,mexico_aguirre,Atlético Madrid,Barcelona,La Liga,0,6,70.0,4-2-3-1,28.799,41.967,39.565,0.404,0,0.3344,40.0,3,0.0,51.17,statsbomb_open_data:69176:Javier Aguirre Onaindía
69144,2007-10-07,mexico_aguirre,Atlético Madrid,Barcelona,La Liga,0,3,70.0,4-4-2,19.759,39.114,35.475,0.425,0,0.1624,45.0,3,0.0,74.63,statsbomb_open_data:69144:Javier Aguirre Onaindía
68365,2008-03-01,mexico_aguirre,Atlético Madrid,Barcelona,La Liga,4,2,70.0,4-4-2,15.631,39.483,43.391,0.3596,0,1.1509,67.0,3,48.63,6.35,statsbomb_open_data:68365:Javier Aguirre Onaindía
69212,2008-10-04,mexico_aguirre,Atlético Madrid,Barcelona,La Liga,1,6,70.0,4-4-2,17.576,40.043,31.614,0.4247,0,0.1309,21.0,3,0.0,86.98,statsbomb_open_data:69212:Javier Aguirre Onaindía
69300,2011-03-05,mexico_aguirre,Real Zaragoza,Barcelona,La Liga,0,1,70.0,3-4-1-2,18.973,29.273,42.412,0.1692,1,0.0615,51.0,3,0.0,47.75,statsbomb_open_data:69300:Javier Aguirre Onaindía
69331,2011-11-19,mexico_aguirre,Real Zaragoza,Barcelona,La Liga,0,4,70.0,4-2-3-1,16.558,31.875,37.963,0.3091,1,0.0793,45.0,3,0.0,72.07,statsbomb_open_data:69331:Javier Aguirre Onaindía
70283,2013-11-01,mexico_aguirre,Espanyol,Barcelona,La Liga,0,1,70.0,4-3-3,17.743,35.853,44.305,0.2741,0,0.3125,62.0,2,0.0,22.87,statsbomb_open_data:70283:Javier Aguirre Onaindía
70306,2014-03-29,mexico_aguirre,Espanyol,Barcelona,La Liga,0,1,70.0,4-2-3-1,16.078,42.361,54.759,0.2566,0,0.2934,48.0,3,0.0,13.78,statsbomb_open_data:70306:Javier Aguirre Onaindía
303715,2019-11-23,mexico_aguirre,Leganés,Barcelona,La Liga,1,2,70.0,3-4-3,15.14,39.293,39.428,0.2202,1,0.2182,60.0,3,40.98,11.15,statsbomb_open_data:303715:Javier Aguirre Onaindía
303532,2020-06-16,mexico_aguirre,Leganés,Barcelona,La Liga,0,2,70.0,3-5-2,20.607,39.0,30.417,0.246,0,0.3515,45.0,5,0.0,48.58,statsbomb_open_data:303532:Javier Aguirre Onaindía
3773689,2021-04-25,netherlands_koeman,Barcelona,Villarreal,La Liga,2,1,70.0,3-5-2,11.047,44.309,22.7,0.5388,0,0.518,45.0,4,55.48,1.43,statsbomb_open_data:3773689:Ronald Koeman
3773586,2021-04-29,netherlands_koeman,Barcelona,Granada,La Liga,1,2,70.0,3-5-2,9.856,48.382,22.231,0.787,0,0.6346,71.0,3,39.83,11.62,statsbomb_open_data:3773586:Ronald Koeman
3773695,2021-05-02,netherlands_koeman,Barcelona,Valencia,La Liga,3,2,70.0,3-5-2,18.826,48.918,20.65,0.6701,0,1.753,74.0,2,27.87,7.82,statsbomb_open_data:3773695:Ronald Koeman
3773372,2021-05-08,netherlands_koeman,Barcelona,Atlético Madrid,La Liga,0,0,70.0,3-5-2,12.833,43.494,22.868,0.574,0,0.7531,30.0,4,0.0,0.0,statsbomb_open_data:3773372:Ronald Koeman
3773387,2021-05-11,netherlands_koeman,Barcelona,Levante UD,La Liga,3,3,70.0,3-5-2,10.48,44.392,22.354,0.5903,1,1.2842,45.0,5,53.5,0.0,statsbomb_open_data:3773387:Ronald Koeman
3773457,2021-05-16,netherlands_koeman,Barcelona,Celta Vigo,La Liga,1,2,70.0,3-5-2,11.659,55.114,23.163,0.6578,2,0.997,45.0,5,10.13,1.53,statsbomb_open_data:3773457:Ronald Koeman
3938637,2024-06-16,netherlands_koeman,Netherlands,Poland,UEFA Euro,2,1,70.0,4-2-3-1,11.298,45.883,26.529,0.6676,2,0.571,61.0,5,7.3,12.98,statsbomb_open_data:3938637:Ronald Koeman
3930173,2024-06-21,netherlands_koeman,Netherlands,France,UEFA Euro,0,0,86.5,4-2-3-1,27.168,33.778,25.965,0.361,0,0.6072,72.0,4,0.0,0.0,statsbomb_open_data:3930173:Ronald Koeman
3930180,2024-06-25,netherlands_koeman,Netherlands,Austria,UEFA Euro,2,3,86.5,4-3-3,13.376,46.555,32.203,0.5387,1,0.8658,34.0,4,17.37,0.0,statsbomb_open_data:3930180:Ronald Koeman
3941021,2024-07-02,netherlands_koeman,Netherlands,Romania,UEFA Euro,3,0,70.0,4-2-3-1,14.498,45.691,28.102,0.6504,3,1.659,45.0,5,70.88,0.0,statsbomb_open_data:3941021:Ronald Koeman
3942382,2024-07-06,netherlands_koeman,Netherlands,Turkey,UEFA Euro,2,1,70.0,4-2-3-1,16.836,45.947,25.461,0.5622,0,0.317,45.0,5,0.0,35.12,statsbomb_open_data:3942382:Ronald Koeman
3942819,2024-07-10,netherlands_koeman,Netherlands,England,UEFA Euro,1,2,86.5,4-2-3-1,26.431,36.118,26.685,0.4179,1,0.3234,34.0,4,10.88,0.0,statsbomb_open_data:3942819:Ronald Koeman
3939973,2024-06-24,panama_christiansen,Panama,Uruguay,Copa America,1,3,86.5,3-4-3,13.795,39.973,32.439,0.4841,0,0.4172,64.0,5,0.0,74.98,statsbomb_open_data:3939973:Thomas Christiansen Tarín
3939981,2024-06-27,panama_christiansen,Panama,United States,Copa America,2,1,70.0,3-4-3,11.763,45.941,26.847,0.7085,1,0.3247,45.0,3,7.13,3.57,statsbomb_open_data:3939981:Thomas Christiansen Tarín
3939989,2024-07-02,panama_christiansen,Panama,Bolivia,Copa America,3,1,70.0,3-4-3,15.536,51.623,34.478,0.5063,1,0.6098,45.0,5,58.63,0.0,statsbomb_open_data:3939989:Thomas Christiansen Tarín
3942416,2024-07-06,panama_christiansen,Panama,Colombia,Copa America,0,5,86.5,3-4-3,13.234,47.864,30.657,0.4885,1,0.5143,45.0,5,0.0,82.38,statsbomb_open_data:3942416:Thomas Christiansen Tarín
3857286,2022-11-20,paraguay_alfaro,Ecuador,Qatar,FIFA World Cup,2,0,86.5,4-4-2,14.656,53.678,24.092,0.5329,0,0.9797,67.0,4,74.18,0.0,statsbomb_open_data:3857286:Gustavo Julio Alfaro
3857274,2022-11-25,paraguay_alfaro,Ecuador,Netherlands,FIFA World Cup,1,1,86.5,3-4-2-1,12.788,47.733,25.516,0.4934,1,0.5123,73.0,3,0.0,43.68,statsbomb_open_data:3857274:Gustavo Julio Alfaro
3857267,2022-11-29,paraguay_alfaro,Ecuador,Senegal,FIFA World Cup,1,2,86.5,4-3-3,11.522,39.466,29.103,0.5773,0,0.9591,45.0,4,0.0,43.78,statsbomb_open_data:3857267:Gustavo Julio Alfaro
3939976,2024-06-25,paraguay_alfaro,Costa Rica,Brazil,Copa America,0,0,86.5,3-5-2,17.844,32.221,31.514,0.2553,0,0.0165,62.0,5,0.0,0.0,statsbomb_open_data:3939976:Gustavo Julio Alfaro
3939984,2024-06-28,paraguay_alfaro,Costa Rica,Colombia,Copa America,0,3,86.5,3-4-2-1,13.745,44.821,30.177,0.3822,0,0.1653,45.0,5,0.0,59.83,statsbomb_open_data:3939984:Gustavo Julio Alfaro
3939992,2024-07-03,paraguay_alfaro,Costa Rica,Paraguay,Copa America,2,1,86.5,3-4-3,17.012,35.276,39.413,0.3629,0,0.2721,67.0,5,87.18,0.0,statsbomb_open_data:3939992:Gustavo Julio Alfaro
3788757,2021-06-17,portugal_martinez,Belgium,Denmark,UEFA Euro,2,1,70.0,3-4-2-1,17.657,36.501,28.678,0.5181,1,0.3221,45.0,4,20.07,52.35,statsbomb_open_data:3788757:Roberto Martínez Montoliú
3788768,2021-06-21,portugal_martinez,Belgium,Finland,UEFA Euro,2,0,70.0,3-4-2-1,13.687,46.007,23.905,0.6037,2,0.7846,74.0,4,9.32,0.0,statsbomb_open_data:3788768:Roberto Martínez Montoliú
3794687,2021-06-27,portugal_martinez,Belgium,Portugal,UEFA Euro,1,0,86.5,3-4-2-1,23.11,36.451,29.988,0.4168,0,0.1269,47.0,3,48.48,0.0,statsbomb_open_data:3794687:Roberto Martínez Montoliú
3795107,2021-07-02,portugal_martinez,Belgium,Italy,UEFA Euro,1,2,70.0,3-4-2-1,23.13,34.902,26.435,0.4535,2,1.0137,68.0,3,0.0,59.6,statsbomb_open_data:3795107:Roberto Martínez Montoliú
3857268,2022-11-23,portugal_martinez,Belgium,Canada,FIFA World Cup,1,0,86.5,3-4-2-1,20.309,33.416,28.079,0.4959,0,0.3591,45.0,4,46.47,0.0,statsbomb_open_data:3857268:Roberto Martínez Montoliú
3857283,2022-11-27,portugal_martinez,Belgium,Morocco,FIFA World Cup,0,2,86.5,4-2-3-1,14.445,47.142,24.358,0.6591,0,0.4322,59.0,5,0.0,17.38,statsbomb_open_data:3857283:Roberto Martínez Montoliú
